id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
9103,withheld,,retido,C1,adjective,,,The tax authority revealed that a large portion of the company's profits had been withheld from its European subsidiary.,A autoridade tributária revelou que uma grande parte dos lucros da empresa foi retido do seu filial europeu.,
9109,wrinkled,,enrugado,C1,verb,,,"After years of gardening, her hands had wrinkled from constant exposure to the harsh sun.","Após anos de jardinagem, suas mãos se tornaram rugosas devido à exposição constante ao sol áspero.",
9112,winked,,piscou,C1,verb,,,She winked at her friend to signal that she would meet her at the café later.,Ela acenou para a amiga indicando que iria encontrar-a no café mais tarde.,
9113,warns,,adverte,C1,verb,,,The company's CEO warns employees about potential layoffs due to financial difficulties.,O chefe da empresa alerta os funcionários sobre possíveis demissões devido às dificuldades financeiras.,
9114,walnut,,noz,C1,noun,,,She carefully selected a fresh walnut from the bowl on the kitchen counter to use in her recipe.,Ela cuidadosamente escolheu uma noz de abóbora fresca do prato de mesada para usá-la em sua receita.,
9116,xl,,extra grande,C2,,,,I recently purchased an XL suitcase to pack all my winter clothing for the trip to Canada.,Comprei um grande cofre de viagem de tamanho XL para levar todos meus roupas de inverno até o Canadá.,
9118,yoke,,jugo,A1,noun,,,Moldura ao redor do pescoÃ§o e sentidos relacionados.,Moldura ao redor do pescoço e do couro caído.,
9120,yon,,alÃ©m,A1,adjective,,,She pointed to yon old house across the field.,Ela apontou para uma antiga casa ao lado do campo.,
9121,yellowish,,amarelado,A1,adjective,,,The flowers had a yellowish hue that reminded her of sunsets on summer afternoons.,"As flores tinham um tom amarelo que lhe era familiar, como aqueles pôr do sol de afternoites de verão.",
9125,youngster,,jovem,A2,noun,,,The youngster walked to school alone on her way home from camp.,A jovem adolescente caminhou sozinha até escola no seu caminho de volta do acampamento.,
9126,yemen,,IÃªmen,A2,verb,,,The tourists were advised to avoid traveling to Yemen due to civil unrest.,Os turistas foram aconselhados a evitar visitar o Iêmen devido à inestabilidade política.,
9127,yr,,ano,B1,noun,,,"I've been living in this country for yr, and I still haven't found a place to call home.",Vivo aqui há anos e ainda não encontrei um lugar onde posso chamar de lar.,
9128,yoruba,,iorubÃ¡,B1,,,,I recently visited a friend from Yoruba descent who was excited to share his cultural heritage with me.,Eu recentemente visitei um amigo de descendência ioruba que estava ansioso para compartilhar seu patrimônio cultural comigo.,
9129,yugoslav,,iugoslavo,B1,,,,The news of Yugoslavia's independence had a significant impact on its former Yugoslav republics.,A notícia da independência da Iugoslávia teve um impacto significativo nos seus antigos republicas iugoslavas.,
9130,yucatan,,YucatÃ¡n,B1,,,,,,
9131,yankees,,ianques,B1,,,,The Yankees are visiting our city next week and we're really excited to see them play baseball.,Os Yankees visitarão nossa cidade na próxima semana e estamos muito animados para assistir a um jogo de beisebol.,
9132,zealous,,zeloso,B2,adjective,,,The charity worker was a zealous advocate for environmental causes throughout her career.,A trabalhadora de caridade foi uma defensora apaixonada das causas ambientais ao longo de sua carreira.,
9133,zenith,,zÃªnite,B2,noun,,,The fireworks exploded at their peak height and reached the zenith of the sky.,As foguetes explodiram em seu ponto mais alto e atingiram o zênite do céu.,
9136,zimbabwe,,ZimbÃ¡bue,C1,,,,The BBC reported on the ongoing humanitarian crisis in Zimbabwe after the devastating cyclone that hit the country earlier this week.,A BBC relatou sobre a crise humanitária em curso no Zimbabwe após a catástrofe ciclônica que atingiu o país na semana passada.,
9137,zionism,,sionismo,C1,noun,,,The Israeli government's recent policy shift has raised concerns among some Jewish groups about the implications of Zionism on the country's national identity.,O recente ajuste na política do governo israelense gerou preocupações entre alguns grupos judeus sobre as implicações do sionismo para a identidade nacional do país.,
9138,zambia,,ZÃ¢mbia,C1,,,,The tourism board was planning a trip to Zambia next year to promote its wildlife reserves.,O conselho de turismo planejava uma viagem para a Zâmbia no próximo ano para promover suas reservas de vida selvagem.,
9139,zool,,zoolÃ³gico,C2,,,,"I couldn't find any English examples of the word ""zool"". It's possible that it's a made-up or non-standard term.","Não consegui encontrar nenhum exemplo em inglês do termo ""zool"", o que sugere que pode ser um termo inventado ou não estándar.",
9141,approbation,,aprovaÃ§Ã£o,A1,noun,,,The school principal gave her approval and received a great deal of approbation from parents and teachers after implementing new educational policies.,O diretor da escola deu seu aprovação e recebeu uma grande quantidade de elogios de pais e professores após a implementação de novas políticas educacionais.,
9143,begotten,,gerado,A1,verb,,,My son was begotten during a trip to Europe last year.,O meu filho nasceu durante uma viagem à Europa no ano passado.,
9146,blocker,,bloqueador,A1,noun,,,She is a big blocker at tennis.,Ela é uma grande bloqueadora no tênis.,
9147,beaux,,namorados,A1,noun,,,My parents said they used to know some very elegant beaux who visited their family's vineyard often.,Minha família disse que eles conheciam alguns belos homens muito elegantes que visitavam a vinícola da família frequentemente.,
9148,blanco,,branco,A1,verb,,,She uses white paint to make her room look blanco again.,Ela usa tinta branca para fazer seu quarto parecer branco novamente.,
9150,complacent,,complacente,A1,adjective,,,"The boss seems complacent about his employees' workload, which can be a problem on Mondays when deadlines are tight.","O chefe parece descuidado com o volume de trabalho dos seus funcionários, que pode ser um problema na segunda-feira quando os prazos são apertados.",
9152,concur,,concordar,A1,verb,,,The teachers will concur that listening to music improves language skills.,Os professores concordam que ouvir música melhora as habilidades linguísticas.,
9153,consequential,,consequente,A1,adjective,,,The government's decision to raise taxes had consequential effects on many small businesses.,A decisão do governo de aumentar impostos teve consequências graves em muitas pequenas empresas.,
9154,conjure,,conjurar,A1,noun,,,"At a magic show, the magician will conjure rabbits out of thin air to amaze the children.","Em um espetáculo mágico, o mago irá fazer coelhos aparecerem do nada para surpreender os crianças.",
9155,consummate,,consumado,A1,verb,,,goal etc.) to completion,Concluir o objetivo,
9157,contemptible,,desprezÃ­vel,A1,adjective,,,The politician's actions were deemed contemptible by many who felt he was disrespecting his elders.,O político foi considerado descortês por muitos que sentiram que ele não respeitava os idosos.,
9159,conceptualize,,conceituar,A1,verb,,,"To plan a new project at work, I will need to conceptualize how our team can help it succeed.","Vou planejar um novo projeto no trabalho, pensando como podemos ajudar para que ele seja bem-sucedido.",
9160,concordance,,concordÃ¢ncia,A1,noun,,,The library has a database that shows concordance of words used by famous authors.,A biblioteca tem um banco de dados que mostra como os autores famosos usam as palavras em concordância.,
9161,convulsive,,convulsivo,A1,adjective,,,The child's convulsive movements made her parents worried about her health.,Os movimentos convulsivos do filho preocuparam os pais com sua saúde.,
9163,contagion,,contÃ¡gio,A1,noun,,,The recent flu outbreak was caused by a highly contagious strain that spread rapidly and created a significant social contagion.,O recente surto de gripe foi causado por uma cepa altamente contagiosa que se espalhou rapidamente e criou uma significativa contágio social.,
9164,concurrence,,concorrÃªncia,A1,noun,,,The business owners agreed on a concurrence to increase prices during the summer season.,Os proprietários de negócios concordaram em aumentar os preços durante a temporada de verão.,
9166,commendable,,louvÃ¡vel,A1,adjective,,,The teacher's efforts to help her student learn English were commendable.,Os esforços da professora para ajudar seu aluno a aprender inglês eram louváveis.,
9168,conservatory,,conservatÃ³rio,A1,noun,,,The family decided to build a conservatory on their house to make it more sunny and cozy in the winter months.,A família decidiu construir um conservatório em casa para torná-la mais solar e acolhedora durante os meses de inverno.,
9170,commemoration,,comemoraÃ§Ã£o,A1,noun,,,The local community held a commemoration for their town's founding anniversary.,A comunidade local celebrou o aniversário da fundação da cidade.,
9172,comprehensively,,abrangentemente,A1,adverb,,,The company's new marketing strategy will be explained comprehensively at the meeting today.,A estratégia de marketing da empresa será explicada integralmente na reunião de hoje.,
9173,concurred,,concordou,A1,verb,,,The teachers concurred that we should have more recess time during the day.,Os professores concordaram que devemos ter mais tempo de recreio durante o dia.,
9174,converged,,convergido,A1,verb,,,The scientists who studied the birds' migration patterns concluded that their habitats had converged.,Os cientistas que estudaram os padrões de migração das aves concluíram que seus habitats se encontravam.,
9176,commando,,comando,A1,noun,,,,,
9179,conflicted,,conflitante,A1,verb,,,The teenager looked conflicted when asked about going to her ex's birthday party.,A adolescente parecia confusa quando foi perguntada sobre ir ao aniversário do seu ex.,
9180,contemptuously,,desdenhosamente,A1,adverb,,,The teacher spoke contemptuously to the student who was repeatedly disrupting the class.,O professor falou desrespeitosamente com o aluno que estava repetidamente perturbando a aula.,
9181,conversing,,conversando,A1,verb,,,My grandmother is conversing on the phone.,Minha avó está falando pelo telefone.,
9182,consolidating,,consolidando,A1,verb,,,The university is consolidating its courses to make them more accessible online.,A universidade está consolidando seus cursos para torná-los mais acessíveis online.,
9183,conferring,,conferindo,A1,verb,,,The teacher was conferring with the student to help them improve their math skills.,O professor conversava com o estudante para ajudá-lo a melhorar suas habilidades matemáticas.,
9185,compatriots,,compatriotas,A1,noun,,,The tourists from their home country in Africa felt happy to meet their compatriots who were working at the international airport.,Os turistas que viêm sua pátria africana se sentiram felizes em conhecer seus compatriotas que trabalham no aeroporto internacional.,
9186,contaminant,,contaminante,A1,noun,,,The new factory's release of pollutants into the river made it a major contaminant in our local water supply.,A liberação de poluentes do novo fábrica no rio tornou-o um grande contaminante na nossa forneça de água potável.,
9187,confiscation,,confisco,A1,noun,,,The police had to take back the property due to confiscation of assets from a convicted criminal.,A polícia devia devolver a propriedade por conta de uma condenação que resultou na confiscação de bens do criminoso.,
9189,commonality,,comunalidade,A1,noun,,,People from different cultures often find a commonality in their love for food.,Pessoas de culturas diferentes frequentemente encontram algo em comum na sua paixão pelo comida.,
9190,complementarity,,complementaridade,A1,noun,,,The company's mission to promote sustainability helps highlight its values and create a sense of social complementarity.,"A missão da empresa é promover a sustentabilidade, destacando seus valores e criando uma sensação de complementaridade social.",
9192,contraband,,contrabando,A1,noun,,,The customs officer confiscated a bag of contraband that was being smuggled into the country.,O oficial de alfândega pegou uma bolsa de contrabando que estava sendo trazida ilegalmente para o país.,
9193,commuting,,deslocamento,A1,verb,,,She spends 2 hours every morning commuting to school by bike.,Ela passeia 2 horas todos os dias de manhã pedindo um tempo até escola.,
9194,comparability,,comparabilidade,A1,noun,,,"To compare prices of different products, we need to consider their comparability.","Para comparar preços de produtos diferentes, devemos considerar sua comparação.",
9195,constraining,,limitante,A1,verb,,,The new rules are constraining how we can decorate our homes.,As novas regras estão limitando como podemos decorar nossas casas.,
9196,commonsense,,senso comum,A1,adjective,,,The teacher asked the students to use commonsense when solving math problems.,O professor pediu que os alunos usassem razão comum para resolver problemas de matemática.,
9199,discernment,,discernimento,A1,noun,,,She made a wise choice after taking time to develop her discernment before buying a new apartment.,Ela fez uma escolha sábia após tomar tempo para desenvolver sua discernimento antes de comprar um apartamento novo.,
9201,distraught,,perturbado,A1,adjective,,,or worried,Estou ansioso.,
9202,disarray,,desordem,A1,noun,,,The messy room was a reflection of her disarray after staying up late watching TV.,O quarto bagunçado refletia sua desordem após ficar acordada à noite assistindo TV.,
9203,disgruntled,,descontente,A1,verb,,,The employee was disgruntled after being given a raise he felt was too low.,O empregado estava insatisfeito após receber uma promoção que ele achou muito baixa.,
9206,discordant,,discordante,A1,adjective,,,The different musical notes sounded discordant together in the bad harmony of the street performers' band.,As diferentes notas musicais sonavam discordantes juntas na má harmonia do grupo de artistas de rua.,
9207,dilapidated,,dilapidado,A1,verb,,,The old house was dilapidated from years of neglect and needed repair to be safe again.,A casa velha estava em ruínas de anos de negligência e precisava de reforma para voltar a ser segura.,
9210,disjunction,,disjunÃ§Ã£o,A2,noun,,,The lawyer explained that the judge's decision was based on a disjunction between her personal opinion and the evidence presented in court.,O advogado explicou que a decisão do juiz foi baseada na contradição entre sua opinião pessoal e a prova apresentada no tribunal.,
9211,dirk,,punhal,A2,noun,,,The man carefully hid his dirk under his coat before entering the museum.,O homem cuidadosamente escondeu sua faca sob seu casaco antes de entrar no museu.,
9212,discreetly,,discretamente,A2,adverb,,,She whispered her secret to him discreetly at the back of the crowded café.,Ela sussurrou seu segredo nele em segredo no fundo de um café lotado.,
9214,disorientation,,desorientaÃ§Ã£o,A2,noun,,,A perda do senso de direÃ§Ã£o ou da posiÃ§Ã£o em relaÃ§Ã£o ao ambiente.,Perda do sentido de orientação ou posição em relação ao ambiente.,
9215,dike,,dique,A2,verb,,,The engineers built a dike to protect the village from the nearby river.,Os engenheiros construíram uma dike para proteger o vilarejo do rio vizinho.,
9216,disgraceful,,vergonhoso,A2,adjective,,,The politician's scandalous past made her behavior on live TV a disgraceful display of hypocrisy.,A passada escandalosa do político tornou sua conduta ao vivo na TV um desgraçoso espetáculo de hipocrisia.,
9219,disuse,,desuso,A2,noun,,,The old library book was put away to prevent its disuse and save space on the shelves.,O livro da biblioteca velha foi guardado para evitar seu desuso e economizar espaço nas prateleiras.,
9221,disable,,desabilitar,A2,verb,,,My brother needs to disable his phone's location services when he travels alone.,Minha irmã precisa desativar os serviços de localização do meu celular quando viaja sozinho.,
9222,discouragement,,desÃ¢nimo,A2,noun,,,The loss of her favorite pet gave her a strong sense of discouragement that she couldn't shake off.,A perda do seu animal favorito lhe deu uma forte sensação de desânimo que não conseguiu aliviar.,
9224,disengagement,,desengajamento,A2,noun,,,The company's decision to end its partnership led to disengagement between the two former business partners.,A decisão da empresa de encerrar sua parceria levou à desligação entre os dois antigos parceiros de negócios.,
9229,dictatorial,,ditatorial,A2,adjective,,,The government in some countries can become dictatorial if they start to restrict people's freedoms and rights too much.,O governo em alguns países pode se tornar autoritário se restringir muito as liberdades e direitos das pessoas.,
9230,dislocated,,deslocado,A2,verb,,,The soccer player was dislocated during the match and had to be removed from the field immediately.,O jogador de futebol foi deslocado durante o jogo e precisou ser levantado do campo imediatamente.,
9231,dispelled,,dissipado,A2,verb,,,The rumors about the haunted house were dispelled when my friend showed me it was just an old house that needed repairs.,As histórias sobre a casa assombrada desapareceram quando meu amigo mostrou que era apenas uma velha casa que precisava de reparos.,
9233,dishonesty,,desonestidade,A2,noun,,,The politician was accused of promoting dishonesty during her election campaign.,O político foi acusado de promover a desonestidade durante sua campanha eleitoral.,
9235,distended,,distendido,A2,verb,,,The balloon got distended when it was inflated too much and couldn't be squeezed back to its original size.,O balão ficou inflado demais e não podia ser apertado de volta à sua tamanho original.,
9236,disgraced,,desonrado,A2,verb,,,The former football player was disgraced after being found guilty of match-fixing.,O ex-jogador de futebol foi condenado por fixação de partidas.,
9237,dissecting,,Dissecando,A2,verb,,,The doctor was dissecting a specimen to study its anatomy in class.,O médico estava dissecando um espécimen para estudar sua anatomia na aula.,
9238,diner,,restaurante,A2,noun,,,My mom took me to a diner for breakfast this morning.,Minha mãe levou-me a um restaurante de café da manhã esta manhã.,
9239,dialectics,,dialÃ©tica,A2,noun,,,The professor taught a course on dialectics and its application to social sciences.,O professor ensinou um curso de dialética e sua aplicação às ciências sociais.,
9240,disembodied,,desencarnado,A2,adjective,,,The creepy atmosphere of the abandoned mansion made her feel a little disembodied while walking through its empty halls.,O ambiente assustador da mansão abandonada a fez sentir-se um pouco desligada enquanto caminhava pelas suas vazioas salas.,
9244,disclosing,,divulgando,A2,verb,,,Desabotoar.,Desaparecer.,
9246,disregarding,,desconsiderando,A2,verb,,,The teacher was disregarding her student's concerns during the lesson.,A professora estava desrespeitando os medos do seu aluno durante a aula.,
9253,elation,,exaltaÃ§Ã£o,A2,noun,,,She felt an elation when she heard the good news about her promotion.,Ela se sentia animada quando ouviu a boa notícia sobre sua promoção.,
9255,enticing,,Tentador,A2,verb,,,"She put a piece of chocolate on her desk, making it enticing for her colleagues to try some.",Ela colocou um pedaço de chocolate na sua mesa para que os colegas quisessem tentar alguns.,
9257,estrangement,,estranhamento,A2,noun,,,"After a long period of living apart from her parents, she felt deep estrangement towards them.","Depois de viver um longo período longe dos seus pais, ela sentiu uma profunda desconexão com eles.",
9258,embellished,,Embelezado,A2,verb,,,She wrote an article that was embellished to make it sound more interesting than what really happened.,Ela escreveu um artigo que foi distorcido para que parecesse mais interessante do que realmente aconteceu.,
9259,elegy,,elegia,A2,noun,,,The poet read a moving elegy to her late grandmother at the funeral.,A poetinha leu um lindo lamento para sua avó falecida no enterro.,
9260,enchantment,,encantamento,A2,noun,,,The magician's performance ended with a beautiful enchantment that left the audience spellbound.,O espetáculo do mágico terminou com uma encantação linda que deixou o público hipnotizado.,
9262,elucidation,,esclarecimento,A2,noun,,,The teacher provided a clear explanation to help her students find the elucidation of the complex math problem they had been struggling with.,A professora forneceu uma explicação clara para ajudar seus alunos a encontrar a solução do problema de matemática complexo em que estavam se esforçando.,
9263,emanate,,emanar,A2,verb,,,"When you walk into a new classroom, your confidence will start to emanate.","Quando entrar numa sala de aula nova, sua confiança começa a emanar.",
9264,estranged,,afastado,A2,verb,,,My brother and I became estranged after our argument at Christmas.,Meu irmão e eu nos separamos após uma discussão na Natalidade.,
9265,emotive,,emocional,A2,noun,,,The speech of her grandmother had always been highly emotive and helped to calm everyone who listened.,A fala da avó dela sempre foi muito emocional e ajudava a calmar todos que a ouviam.,
9266,embers,,brasa,A2,noun,,,"After the campfire, Sarah carefully blew out the embers to make sure the ashes were cool before leaving.","Depois do incêndio de madeira, Sarah soprou cuidadosamente para apagar os cendrões e garantir que as cinzas estivessem frias antes de partir.",
9267,empathic,,empÃ¡tico,A2,adjective,,,The therapist tried to be empathic when listening to her patient's problems.,O terapeuta tentou ser empático ao ouvir os problemas do seu paciente.,
9269,elucidated,,esclarecido,A2,verb,,,The teacher elucidated the math problem to help her student understand it better.,A professora explicou o problema de matemática para ajudar seu aluno a entender melhor.,
9272,elitist,,elitista,A2,noun,,,The fashion designer was often criticized for being elitist and expensive.,O design de moda era frequentemente criticado por ser elitista e caro.,
9274,encampment,,acampamento,A2,noun,,,The park ranger explained that the nearby woods were used as a temporary encampment during the annual music festival.,O guarda-rios explicou que os campos próximos eram usados como um acampamento temporário durante o festival de música anual.,
9275,embittered,,amargurado,A2,verb,,,"After losing his job, he became embittered and stopped answering his phone.","Depois de perder o emprego, ele se tornou amargurado e parou de responder o telefone.",
9277,emancipated,,emancipado,A2,verb,,,The civil rights movement helped many people emancipated from slavery in the United States.,O movimento dos direitos civis ajudou muitas pessoas libertadas da escravidão nos Estados Unidos.,
9279,embodying,,encarnando,A2,verb,,,The art of dancing is embodying the beauty and freedom of music.,A arte da dança é incorporar a beleza e a liberdade da música.,
9281,emanated,,emanado,A2,verb,,,The smell of freshly baked bread emanated from the kitchen.,O cheiro de pão recém-assado saia da cozinha.,
9282,escalating,,escalando,A2,verb,,,The company is escalating its efforts to meet the growing demand for eco-friendly products.,A empresa está aumentando seus esforços para atender à crescente procura por produtos ecológicos.,
9283,elongate,,alongar,A2,verb,,,The gymnast must elongate her body to balance on the narrow beam.,A ginasta precisa alongar seu corpo para ficar equilibrada no estreito travesseiro.,
9284,elegantly,,elegantemente,A2,adverb,,,and swiftly,E rapidamente.,
9286,emigrant,,emigrante,A2,noun,,,The Brazilian government provides support to emigrant workers who return to their homeland after working abroad.,O governo brasileiro oferece apoio aos trabalhadores imigrantes que retornam ao seu país após trabalhar no exterior.,
9287,estuarine,,estuarino,A2,,,,The estuarine wildlife reserve near my hometown is very popular among birdwatchers.,A reserva de vida selvagem estuarina perto da minha cidade é muito popular entre os observadores de aves.,
9290,escalated,,escalado,B1,verb,,,The conflict between the two neighbors escalated overnight into a full-blown argument.,O conflito entre os dois vizinhos se escalou à noite em um grande desacordo.,
9292,emf,,fem,B1,,,,The electrician measured the emf of the circuit to ensure it was within safe limits.,O eletricista mediu a tensão elétrica do circuito para garantir que estivesse dentro de limites seguros.,
9293,endpoint,,ponto final,B1,noun,,,The GPS device helped her navigate to the endpoint of the hike safely.,O dispositivo GPS ajudou-a a se orientar de maneira segura até o final do trilha.,
9297,facile,,fÃ¡cil,B1,adjective,,,"It's easy to learn how to ride a bike if you start with a balance bike that has low handlebars and wide tires, making it a very facile experience for kids.","É fácil aprender a andar de bicicleta se começar com uma bicicleta balanceada que tem manche baixos e pneus largos, tornando-a uma experiência muito acessível para crianças.",
9298,fervently,,fervorosamente,B1,adverb,,,She spoke fervently about her favorite book at the book club meeting.,Ela fala com paixão sobre seu livro favorito durante a reunião do clube de livros.,
9301,fervour,,fervor,B1,noun,,,The crowd's fervour for the concert was palpable as they waited for the doors to open.,A paixão do público pelo show era evidente enquanto esperavam pela abertura das portas.,
9302,fortuitous,,fortuito,B1,adjective,,,The discovery of the rare coin was a fortuitous find by the young collector.,O descobrimento da moeda rara foi uma descoberta fortuitosa do jovem colecionador.,
9303,forestall,,antecipar,B1,verb,,,"If a package is delayed, it's best to contact the shipping company to forestall any potential issues with delivery.","Se um pacote estiver atrasado, é melhor entrar em contato com a empresa de envio para evitar problemas possíveis com o entregamento.",
9304,foreboding,,pressÃ¡gio,B1,verb,,,The old mansion had a foreboding atmosphere that made me hesitant to enter.,A antiga mansão tinha um clima ameaçador que me fez hesitar para entrar.,
9305,ferocity,,ferocidade,B1,noun,,,The animal's ferocity was intimidating to watch during the wild encounter.,A fera do animal era assustadora de observar durante o encontro selvagem.,
9306,forbearance,,tolerÃ¢ncia,B1,noun,,,The company's leadership is showing forbearance towards the struggling employees during this difficult financial period.,A liderança da empresa está mostrando paciência com os funcionários que lutam durante este difícil período financeiro.,
9308,fetish,,fetiche,B1,noun,,,or cause spiritual or magical powers,Causa de poderes espirituais ou mágicos.,
9310,fecundity,,fecundidade,B1,noun,,,"The fertile soil was a reflection of its high fecundity, resulting in an abundance of lush vegetation.","A terra fértil era uma reflexão de sua alta fertilidade, resultando em um abundância de vegetação densa e luxuriante.",
9311,feigned,,fingido,B1,verb,,,She feigned interest in the boring conversation to avoid offending her aunt.,Ela fingiu interesse na conversa tediosa para não ofender sua tia.,
9312,femme,,mulher,B1,noun,,,"At the art gallery, I admired a stunning portrait of a French femme who had inspired Monet's Impressionist style.","Na galeria de arte, admirava um belo retrato de uma mulher francesa que havia inspirado o estilo impressionista de Monet.",
9316,fortification,,fortificaÃ§Ã£o,B1,noun,,,The city's ancient walls required significant fortification to protect it from invaders during medieval times.,As muralhas da cidade eram necessárias de uma forte fortificação durante o período medieval para protegê-la dos invasores.,
9317,fac,,fato,B1,,,,She decided to fac the consequences of her decision.,Ela decidiu enfrentar as consequências de sua decisão.,
9318,fondly,,carinhosamente,B1,adverb,,,"As she looked through old photographs, Emma smiled fondly at her childhood family vacations.",Ela sorria carinhosamente ao olhar pelas fotografias antigas e lembrava de suas férias de infância com o família.,
9319,fourfold,,quÃ¡druplo,B1,noun,,,The company's financial plan is a fourfold increase from last year's budget.,O plano financeiro da empresa é um aumento de 4 vezes em relação ao orçamento do ano passado.,
9320,fetters,,grilhÃµes,B1,noun,,,The prisoner wore iron fetters on his wrists and ankles while he was being transported to trial.,O preso usava algemas de ferro nos pulsores e joelhos enquanto era transportado ao tribunal.,
9321,foothold,,ponto de apoio,B1,noun,,,The climber carefully searched for a foothold before making her move up the rock face.,Ela procurou cuidadosamente por um ponto de apoio antes de fazer sua subida pela face do rocha.,
9322,formless,,informe,B1,adjective,,,"After a few hours of sleep, my mind felt formless and I couldn't concentrate on my work.","Depois de algumas horas de sono, meu cérebro se sentia formoso e não podia me concentrar no trabalho.",
9323,foretold,,predito,B1,verb,,,The legend foretold of a great storm that would hit the city on its anniversary.,A lenda previa uma grande tempestade que atingiria a cidade no aniversário da sua fundação.,
9326,fermented,,fermentado,B1,verb,,,She made a delicious salad using vegetables that had been fermented to create their characteristic tangy taste.,Ela fez uma deliciosa salada com legumes fermentados que dão ao prato um sabor ácido característico.,
9327,fearfully,,temerosamente,B1,adverb,,,She walked fearfully through the dark woods at night because of all the strange noises around her.,Ela caminhava com medo no escuro das florestas à noite por causa de todos os barulhos estranhos ao seu redor.,
9328,felled,,derrubado,B1,verb,,,The tree fell from a broken branch and was felled by the weight of the fallen leaves.,A árvore caiu de uma rama quebrada e foi derrubada pela gravidade das folhas caídas.,
9329,formalities,,formalidades,B1,noun,,,"When moving to a new country, I had to complete various formalities before being granted my residence permit.","Quando mudei para um novo país, eu tive que cumprir várias formalidades antes de receber meu permesso de residência.",
9333,feller,,cortador,B1,noun,,,The logger is a feller who harvests trees with his chainsaw.,O courovelha é um cortador que corteira árvores com uma fera.,
9334,footwear,,calÃ§ado,B1,noun,,,"After buying new shoes, Sarah had to decide which type of footwear would go best with her outfit.","Depois de comprar sapatos novos, Sarah teve que decidir qual tipo de calçado iria ficar melhor com o seu vestuário.",
9336,foremen,,encarregados,B1,noun,,,The foremen were responsible for supervising the construction of a new office building.,Os forenses eram responsáveis por supervisionar a construção de um novo prédio de escritório.,
9338,gratuitous,,gratuito,B1,adjective,,,The charity's gratuitous donations to wealthy individuals raised eyebrows among its supporters.,As doações gratuitas da organização para pessoas ricas levantaram olhos entre seus apoiadores.,
9339,grouse,,tetraz,B1,noun,,,The farmer had to deal with a loud grouse that was disturbing the peace near his garden.,O fazendeiro tinha que lidar com uma gansa barulhenta que estava perturbando a paz perto do seu jardim.,
9340,glimmer,,brilho,B1,noun,,,"As I walked through the old forest, a small glimmer of sunlight filtered through the trees.","Quando caminhava pelo antigo bosque, um pequeno raiar de luz filtrou entre as árvores.",
9341,glee,,alegria,B1,noun,,,"The children sang and danced at school, filled with genuine glee after receiving their summer holidays news.","Os filhos cantaram e dançaram na escola, cheios de alegria genuína após receberem notícias sobre suas férias de verão.",
9342,graze,,pastar,B1,noun,,,She has to graze her goat every day to keep it healthy and happy.,Ela precisa pastar a cabra todos os dias para mantê-la saudável e feliz.,
9343,grapple,,agarrar,B1,noun,,,She struggled to grapple the rope while climbing the rock face.,Ela lutou para pegar o cabo enquanto escalava a face do rochedouro.,
9345,gruesome,,horripilante,B1,adjective,,,"The gruesome old mansion had been abandoned for decades, its crumbling walls and overgrown gardens a testament to years of neglect.","A mansão velha e assustadora abandonou há décadas, com paredes caídas e jardins cobertos de vegetação, sendo um testemunho do esquecimento dos anos.",
9347,glamorous,,glamouroso,B1,adjective,,,"After a long day at work, she felt glamorous and ready to go out with her friends.","Depois de um longo dia de trabalho, ela se sentia glamourosa e pronta para sair com os amigos.",
9354,granger,,grangÃ©rio,B1,noun,,,The local café was run by a granger who served delicious pastries to the community every morning.,O café local era gerido por um fazendeiro que servia deliciosos pastéis à comunidade todos os dias da manhã.,
9355,groping,,apalpando,B1,verb,,,The detective was searching for clues and wasn't surprised to find that the suspect was engaging in groping to evade her attention.,O detetive estava procurando pistas e não ficou surpreso ao descobrir que o suspeito estava se envolvendo em toque indevido para evitar chamar atenção dela.,
9358,grub,,larva,B1,noun,,,The children enjoyed watching the ladybugs eat grub from their garden.,As crianças desfrutaram de ver borboletas comerem grão do jardim delas.,
9361,groomed,,cuidado,B1,verb,,,She had a dog that was groomed for the first time ever and now it looks completely different.,Ela tinha um cachorro que foi penteado pela primeira vez na sua vida e agora ele parece completamente diferente.,
9363,grudgingly,,relutantemente,B1,adverb,,,She accepted the job offer reluctantly and grudgingly agreed to work on Saturdays.,Ela aceitou a oferta de emprego com relutância e concordou trabalhar nos fins de semana com dificuldade.,
9364,grazed,,arranhado,B2,verb,,,etc.) with grass,Com grama.,
9366,grange,,granja,B2,noun,,,The old grange on the estate was renovated to make a beautiful home for the family's horses.,A velha grange do estates foi reformada para criar uma linda casa para os cavalos da família.,
9367,gallows,,forca,B2,noun,,,The local historical society had built a replica of an old gallows to display as part of their museum exhibit.,A sociedade local de história havia construído uma réplica de um velho galo para exibir como parte da exposição do seu museu.,
9369,grasslands,,pradarias,B2,noun,,,The conservation organization bought land to preserve a large area of grasslands in its reserve.,A organização de conservação comprou terra para preservar uma grande área de pastagens no seu reservatório.,
9370,glazing,,vitrificaÃ§Ã£o,B2,verb,,,The company's glazing team installed new low-e glass on all the windows to reduce heat transfer.,A equipe de vidros da empresa instalou espelhos térmicos novos em todas as janelas para reduzir o transferência de calor.,
